league,time_stamp
college-football,2020-12-02T04:20:36.575563514Z
college-football,2020-12-02T05:20:37.135992649Z
college-football,2020-12-02T06:20:36.800394456Z
college-football,2020-12-02T07:20:41.526840202Z
college-football,2020-12-02T08:20:36.8466113Z
college-football,2020-12-02T09:20:36.544116723Z
college-football,2020-12-02T10:20:36.71846472Z
college-football,2020-12-02T11:20:36.793822677Z
college-football,2020-12-02T12:20:36.667317049Z
college-football,2020-12-02T13:20:37.020021278Z
college-football,2020-12-02T14:20:36.734812748Z
college-football,2020-12-02T15:20:37.135522678Z
college-football,2020-12-02T16:20:36.797236156Z
college-football,2020-12-02T17:20:36.925928174Z
college-football,2020-12-02T18:20:40.253522579Z
college-football,2020-12-02T19:20:36.443867577Z
college-football,2020-12-02T20:20:36.713372369Z
college-football,2020-12-02T21:20:36.63569602Z
college-football,2020-12-02T22:20:36.774515669Z
college-football,2020-12-02T23:20:36.795506651Z
college-football,2020-12-03T00:20:36.781845496Z
college-football,2020-12-03T01:20:36.579799001Z
college-football,2020-12-03T02:20:36.944621974Z
college-football,2020-12-03T03:20:36.856484462Z
college-football,2020-12-03T04:20:37.071359155Z
college-football,2020-12-03T05:20:40.050730572Z
college-football,2020-12-03T06:20:36.754813899Z
college-football,2020-12-03T07:20:36.634185038Z
college-football,2020-12-03T08:20:36.682276856Z
college-football,2020-12-03T09:20:36.633819914Z
college-football,2020-12-03T10:20:36.783186523Z
college-football,2020-12-03T11:20:36.88206193Z
college-football,2020-12-03T12:20:36.482409362Z
college-football,2020-12-03T13:20:36.586055044Z
college-football,2020-12-03T14:20:36.801558237Z
college-football,2020-12-03T15:20:36.835140213Z
college-football,2020-12-03T16:20:36.444204578Z
college-football,2020-12-03T17:20:36.822938011Z
college-football,2020-12-03T18:20:36.747809849Z
college-football,2020-12-03T19:20:37.127939424Z
college-football,2020-12-03T20:20:36.897762843Z
college-football,2020-12-03T21:20:36.591529477Z
college-football,2020-12-03T22:20:36.468993869Z
college-football,2020-12-03T23:20:36.646243963Z
college-football,2020-12-04T00:20:36.79052172Z
college-football,2020-12-04T01:20:36.658043792Z
college-football,2020-12-04T02:20:37.261125104Z
college-football,2020-12-04T03:20:40.338689927Z
college-football,2020-12-04T04:20:36.829205636Z
college-football,2020-12-04T05:20:36.728139824Z
college-football,2020-12-04T06:20:36.820782804Z
college-football,2020-12-04T07:20:36.639645134Z
college-football,2020-12-04T08:20:36.615082456Z
college-football,2020-12-04T09:20:37.004738793Z
college-football,2020-12-04T10:20:36.579309672Z
college-football,2020-12-04T11:20:36.963877795Z
college-football,2020-12-04T12:20:36.752491249Z
college-football,2020-12-04T13:20:36.87583957Z
college-football,2020-12-04T14:20:36.747799411Z
college-football,2020-12-04T15:20:36.947688119Z
college-football,2020-12-04T16:20:36.772159307Z
college-football,2020-12-04T17:20:36.626263154Z
college-football,2020-12-04T18:20:36.719952291Z
college-football,2020-12-04T19:20:36.878624643Z
college-football,2020-12-04T20:20:36.773714841Z
college-football,2020-12-04T21:20:36.563758373Z
college-football,2020-12-04T22:20:36.769621732Z
college-football,2020-12-04T23:20:36.835560288Z
college-football,2020-12-05T00:20:36.692574983Z
college-football,2020-12-05T01:20:36.58848332Z
college-football,2020-12-05T02:20:36.488023046Z
college-football,2020-12-05T03:20:36.729931041Z
college-football,2020-12-05T04:20:36.889124992Z
college-football,2020-12-05T05:20:36.791277193Z
college-football,2020-12-05T06:20:36.830474435Z
college-football,2020-12-05T07:20:36.988683266Z
college-football,2020-12-05T08:20:36.970125311Z
college-football,2020-12-05T09:20:36.925382287Z
college-football,2020-12-05T10:20:36.915986253Z
college-football,2020-12-05T11:20:36.621762049Z
college-football,2020-12-05T12:20:36.83445844Z
college-football,2020-12-05T13:20:36.797269681Z
college-football,2020-12-05T14:20:36.538943652Z
college-football,2020-12-05T15:20:36.839779266Z
college-football,2020-12-05T16:20:36.589510475Z
college-football,2020-12-05T17:20:36.802433068Z
college-football,2020-12-05T18:20:36.467643837Z
college-football,2020-12-05T19:20:36.727470974Z
college-football,2020-12-05T20:20:36.92236767Z
college-football,2020-12-05T21:20:36.912136244Z
college-football,2020-12-05T22:20:36.50026351Z
college-football,2020-12-05T23:20:36.695069326Z
college-football,2020-12-06T00:20:36.833035196Z
college-football,2020-12-06T01:20:36.838785845Z
college-football,2020-12-06T02:20:37.193361192Z
college-football,2020-12-06T03:20:37.020759891Z
college-football,2020-12-06T04:20:36.821195414Z
college-football,2020-12-06T05:20:36.95559362Z
college-football,2020-12-06T06:20:37.060775112Z
college-football,2020-12-06T07:20:37.053792853Z
college-football,2020-12-06T08:20:36.768776835Z
college-football,2020-12-06T09:20:36.852208938Z
college-football,2020-12-06T10:20:36.840054541Z
college-football,2020-12-06T11:20:37.091859009Z
college-football,2020-12-06T12:20:36.968923483Z
college-football,2020-12-06T13:20:37.065262316Z
college-football,2020-12-06T14:20:37.074883008Z
college-football,2020-12-06T15:20:36.966104087Z
college-football,2020-12-06T16:20:36.987190969Z
college-football,2020-12-06T17:20:36.679702988Z
college-football,2020-12-06T18:20:36.672123154Z
college-football,2020-12-06T19:20:36.94467358Z
college-football,2020-12-06T20:20:36.981019465Z
college-football,2020-12-06T21:20:37.402942365Z
college-football,2020-12-06T22:20:36.878947282Z
college-football,2020-12-06T23:20:37.058582451Z
college-football,2020-12-07T00:20:37.045722375Z
college-football,2020-12-07T01:20:36.989482472Z
college-football,2020-12-07T02:20:37.003288648Z
college-football,2020-12-07T03:20:37.19775473Z
college-football,2020-12-07T04:20:37.175749816Z
college-football,2020-12-07T05:20:37.120612798Z
college-football,2020-12-07T06:20:36.919013711Z
college-football,2020-12-07T07:20:37.19203512Z
college-football,2020-12-07T08:20:37.07345716Z
college-football,2020-12-07T09:20:37.379676404Z
college-football,2020-12-07T10:20:37.156487542Z
college-football,2020-12-07T11:20:37.127355745Z
college-football,2020-12-07T12:20:37.055420247Z
college-football,2020-12-07T13:20:37.152888599Z
college-football,2020-12-07T14:20:36.879350241Z
college-football,2020-12-07T15:20:36.787729574Z
college-football,2020-12-07T16:20:36.892276095Z
college-football,2020-12-07T17:20:37.094479958Z
college-football,2020-12-07T18:20:37.127569962Z
college-football,2020-12-07T19:20:37.117780477Z
college-football,2020-12-07T20:20:37.004104501Z
college-football,2020-12-07T21:20:36.925097479Z
college-football,2020-12-07T22:20:36.831537401Z
college-football,2020-12-07T23:20:36.784735056Z
college-football,2020-12-08T00:20:37.13427417Z
college-football,2020-12-08T01:20:36.894301615Z
college-football,2020-12-08T02:20:37.082525009Z
college-football,2020-12-08T03:20:36.954335427Z
college-football,2020-12-08T04:20:36.734123419Z
college-football,2020-12-08T05:20:36.802354437Z
college-football,2020-12-08T06:20:36.600860723Z
college-football,2020-12-08T07:20:36.561038632Z
college-football,2020-12-08T08:20:36.698622707Z
college-football,2020-12-08T09:20:36.624330073Z
college-football,2020-12-08T10:20:36.546827433Z
college-football,2020-12-08T11:20:36.471658361Z
college-football,2020-12-08T12:20:36.481876518Z
college-football,2020-12-08T13:20:36.336925978Z
college-football,2020-12-08T14:20:36.445993483Z
college-football,2020-12-08T15:20:36.572891637Z
college-football,2020-12-08T16:20:36.357637856Z
college-football,2020-12-08T17:20:36.464597312Z
college-football,2020-12-08T18:20:36.18449134Z
college-football,2020-12-08T19:20:36.455996315Z
college-football,2020-12-08T20:20:36.629718518Z
college-football,2020-12-08T21:20:39.669431369Z
college-football,2020-12-08T22:20:36.614075461Z
college-football,2020-12-08T23:20:39.460444432Z
college-football,2020-12-09T00:20:36.413778116Z
college-football,2020-12-09T01:20:36.46657974Z
college-football,2020-12-09T02:20:36.435079741Z
college-football,2020-12-09T03:20:36.588499951Z
college-football,2020-12-09T04:20:36.977695908Z
college-football,2020-12-09T05:20:36.246400097Z
college-football,2020-12-09T06:20:36.551870426Z
college-football,2020-12-09T07:20:37.054821512Z
college-football,2020-12-09T08:20:37.326454384Z
college-football,2020-12-09T09:20:36.742577143Z
college-football,2020-12-09T10:20:36.876393576Z
college-football,2020-12-09T11:20:36.629275889Z
college-football,2020-12-09T12:20:36.387434216Z
college-football,2020-12-09T13:20:36.519625653Z
college-football,2020-12-09T14:20:37.872430645Z
college-football,2020-12-09T15:20:36.90891927Z
college-football,2020-12-09T16:20:36.554473121Z
college-football,2020-12-09T17:20:36.806244636Z
college-football,2020-12-09T18:20:36.801015803Z
college-football,2020-12-09T19:20:36.770973003Z
college-football,2020-12-09T20:20:36.885013663Z
college-football,2020-12-09T21:20:36.742370802Z
college-football,2020-12-09T22:20:36.845222855Z
college-football,2020-12-09T23:20:36.510095071Z
college-football,2020-12-10T00:20:36.521237246Z
college-football,2020-12-10T01:20:36.784064898Z
college-football,2020-12-10T02:20:36.715858433Z
college-football,2020-12-10T03:20:36.594984824Z
college-football,2020-12-10T04:20:36.595794009Z
college-football,2020-12-10T05:20:39.613732005Z
college-football,2020-12-10T06:20:36.847440481Z
college-football,2020-12-10T07:20:36.946113731Z
college-football,2020-12-10T08:20:37.096381813Z
college-football,2020-12-10T09:20:36.798399671Z
college-football,2020-12-10T10:20:37.008747573Z
college-football,2020-12-10T11:20:36.769477241Z
college-football,2020-12-10T12:20:36.845652361Z
college-football,2020-12-10T13:20:36.65587745Z
college-football,2020-12-10T14:20:37.136849803Z
college-football,2020-12-10T15:20:36.850142762Z
college-football,2020-12-10T16:20:36.66654846Z
college-football,2020-12-10T17:20:36.726529382Z
college-football,2020-12-10T18:20:37.023415426Z
college-football,2020-12-10T19:20:36.907023453Z
college-football,2020-12-10T20:20:36.643934462Z
college-football,2020-12-10T21:20:36.785278773Z
college-football,2020-12-10T22:20:36.713424959Z
college-football,2020-12-10T23:20:36.552895428Z
college-football,2020-12-11T00:20:37.023665145Z
college-football,2020-12-11T01:20:36.933154424Z
college-football,2020-12-11T02:20:36.509619116Z
college-football,2020-12-11T03:20:36.613475231Z
college-football,2020-12-11T04:20:36.905260085Z
college-football,2020-12-11T05:20:36.775641116Z
college-football,2020-12-11T06:20:36.61258019Z
college-football,2020-12-11T07:20:36.972575454Z
college-football,2020-12-11T08:20:36.744877949Z
college-football,2020-12-11T09:20:36.878936937Z
college-football,2020-12-11T10:20:36.485594965Z
college-football,2020-12-11T11:20:39.762967819Z
college-football,2020-12-11T12:20:36.578096173Z
college-football,2020-12-11T13:20:36.933346787Z
college-football,2020-12-11T14:20:36.821717633Z
college-football,2020-12-11T15:20:36.752329747Z
college-football,2020-12-11T16:20:36.949855534Z
college-football,2020-12-11T17:20:36.824890666Z
college-football,2020-12-11T18:20:36.588050328Z
college-football,2020-12-11T19:20:37.044461839Z
college-football,2020-12-11T20:20:36.676112519Z
college-football,2020-12-11T21:20:36.721284423Z
college-football,2020-12-11T22:20:36.847584825Z
college-football,2020-12-11T23:20:36.729065585Z
college-football,2020-12-12T00:20:36.595686902Z
college-football,2020-12-12T01:20:36.592018062Z
college-football,2020-12-12T02:20:36.654776343Z
college-football,2020-12-12T03:20:36.629979951Z
college-football,2020-12-12T04:20:36.984804064Z
college-football,2020-12-12T05:20:36.720982786Z
college-football,2020-12-12T06:20:36.955720761Z
college-football,2020-12-12T07:20:36.876416351Z
college-football,2020-12-12T08:20:36.787741004Z
college-football,2020-12-12T09:20:36.700679336Z
college-football,2020-12-12T10:20:36.858631294Z
college-football,2020-12-12T11:20:36.751343343Z
college-football,2020-12-12T12:20:36.708217772Z
college-football,2020-12-12T13:20:36.66311026Z
college-football,2020-12-12T14:20:36.750120213Z
college-football,2020-12-12T15:20:36.727292585Z
college-football,2020-12-12T16:20:36.530646587Z
college-football,2020-12-12T17:20:36.90003821Z
college-football,2020-12-12T18:20:36.994977275Z
college-football,2020-12-12T19:20:36.708077946Z
college-football,2020-12-12T20:20:36.333851212Z
college-football,2020-12-12T21:20:36.573783948Z
college-football,2020-12-12T22:20:37.927296581Z
college-football,2020-12-12T23:20:36.70626463Z
college-football,2020-12-13T00:20:36.476571712Z
college-football,2020-12-13T01:20:36.504621657Z
college-football,2020-12-13T02:20:36.825312497Z
college-football,2020-12-13T03:20:36.649970713Z
college-football,2020-12-13T04:20:36.299258147Z
college-football,2020-12-13T05:20:36.502227644Z
college-football,2020-12-13T06:20:36.478660002Z
college-football,2020-12-13T07:20:36.718881414Z
college-football,2020-12-13T08:20:36.726749975Z
college-football,2020-12-13T09:20:36.594818061Z
college-football,2020-12-13T10:20:36.786331548Z
college-football,2020-12-13T11:20:36.731495753Z
college-football,2020-12-13T12:20:36.830387475Z
college-football,2020-12-13T13:20:36.690150879Z
college-football,2020-12-13T14:20:36.400941961Z
college-football,2020-12-13T15:20:36.563779986Z
college-football,2020-12-13T16:20:36.547669014Z
college-football,2020-12-13T17:20:36.464371141Z
college-football,2020-12-13T18:20:36.651289718Z
college-football,2020-12-13T19:20:36.595247135Z
college-football,2020-12-13T20:20:36.491144256Z
college-football,2020-12-13T21:20:36.658047946Z
college-football,2020-12-13T22:20:36.733608001Z
college-football,2020-12-13T23:20:36.79838574Z
college-football,2020-12-14T00:20:36.919439855Z
college-football,2020-12-14T01:20:36.726376865Z
college-football,2020-12-14T02:20:36.532592109Z
college-football,2020-12-14T03:20:36.640297467Z
college-football,2020-12-14T04:20:37.324408343Z
college-football,2020-12-14T05:20:36.947324767Z
college-football,2020-12-14T06:20:36.688999045Z
college-football,2020-12-14T07:20:36.963804947Z
college-football,2020-12-14T08:20:39.509990122Z
college-football,2020-12-14T09:20:37.345471375Z
college-football,2020-12-14T10:20:36.675573377Z
college-football,2020-12-14T11:20:36.897925499Z
college-football,2020-12-14T12:20:36.540482442Z
college-football,2020-12-14T13:20:36.537809838Z
college-football,2020-12-14T14:20:36.63894945Z
college-football,2020-12-14T15:20:36.647248896Z
college-football,2020-12-14T16:20:36.508646783Z
college-football,2020-12-14T17:20:36.650056403Z
college-football,2020-12-14T18:20:36.746603314Z
college-football,2020-12-14T19:20:36.60528738Z
college-football,2020-12-14T20:20:43.818142035Z
college-football,2020-12-14T21:20:36.652784657Z
college-football,2020-12-14T22:20:36.875886561Z
college-football,2020-12-14T23:20:36.991032675Z
college-football,2020-12-15T00:20:36.423382556Z
college-football,2020-12-15T01:20:36.755169762Z
college-football,2020-12-15T02:20:36.701573419Z
college-football,2020-12-15T03:20:36.787397249Z
college-football,2020-12-15T04:20:36.771010457Z
college-football,2020-12-15T05:20:36.730634123Z
college-football,2020-12-15T06:20:37.01180386Z
college-football,2020-12-15T07:20:36.578396388Z
college-football,2020-12-15T08:20:36.785447545Z
college-football,2020-12-15T09:20:36.609021722Z
college-football,2020-12-15T10:20:36.627772863Z
college-football,2020-12-15T11:20:36.586793625Z
college-football,2020-12-15T12:20:36.669179917Z
college-football,2020-12-15T13:20:36.694904007Z
college-football,2020-12-15T14:20:36.473813996Z
college-football,2020-12-15T14:56:00.242977539Z
college-football,2020-12-15T15:20:36.653523829Z
college-football,2020-12-15T16:20:36.646521034Z
college-football,2020-12-15T17:20:36.470939283Z
college-football,2020-12-15T18:20:36.704591051Z
college-football,2020-12-15T19:20:36.932241276Z
college-football,2020-12-15T20:20:36.704219024Z
college-football,2020-12-15T21:20:36.930358516Z
college-football,2020-12-15T22:20:36.528880197Z
college-football,2020-12-15T23:20:36.518107845Z
college-football,2020-12-16T00:20:36.876633233Z
college-football,2020-12-16T01:20:36.777847725Z
college-football,2020-12-16T02:20:36.738025888Z
college-football,2020-12-16T03:20:36.65213394Z
college-football,2020-12-16T04:20:36.553518952Z
college-football,2020-12-16T05:20:36.695055806Z
college-football,2020-12-16T06:20:36.785383226Z
college-football,2020-12-16T07:20:37.127942606Z
college-football,2020-12-16T08:20:36.855275378Z
college-football,2020-12-16T09:20:36.871809181Z
college-football,2020-12-16T10:20:36.683773949Z
college-football,2020-12-16T11:20:36.740644666Z
college-football,2020-12-16T12:20:36.713478137Z
college-football,2020-12-16T13:20:36.515316429Z
college-football,2020-12-16T14:20:38.869800555Z
college-football,2020-12-16T15:20:36.506408128Z
college-football,2020-12-16T16:20:36.605777436Z
college-football,2020-12-16T17:20:36.883248723Z
college-football,2020-12-16T18:20:36.583653774Z
college-football,2020-12-16T19:20:36.754013766Z
college-football,2020-12-16T20:20:36.601066645Z
college-football,2020-12-16T21:20:36.841424267Z
college-football,2020-12-16T22:20:36.550009877Z
college-football,2020-12-16T23:20:36.363303537Z
college-football,2020-12-17T00:20:36.625605527Z
college-football,2020-12-17T01:21:44.697531165Z
college-football,2020-12-17T02:20:36.934576522Z
college-football,2020-12-17T03:20:36.703693318Z
college-football,2020-12-17T04:20:36.679350195Z
college-football,2020-12-17T05:20:36.88273475Z
college-football,2020-12-17T06:20:36.867806731Z
college-football,2020-12-17T07:20:37.247924302Z
college-football,2020-12-17T08:20:36.786946366Z
college-football,2020-12-17T09:20:36.545760112Z
college-football,2020-12-17T10:20:36.708913891Z
college-football,2020-12-17T11:20:36.87618818Z
college-football,2020-12-17T12:20:36.901430919Z
college-football,2020-12-17T13:20:36.857641234Z
college-football,2020-12-17T14:20:36.714215808Z
college-football,2020-12-17T15:20:36.980197296Z
college-football,2020-12-17T16:20:36.715829614Z
college-football,2020-12-17T17:20:36.80304681Z
college-football,2020-12-17T18:20:36.632419805Z
college-football,2020-12-17T19:20:36.80866705Z
college-football,2020-12-17T20:20:36.718191229Z
college-football,2020-12-17T21:20:36.40499472Z
college-football,2020-12-17T22:20:36.576477133Z
college-football,2020-12-17T23:20:36.534890819Z
college-football,2020-12-18T00:20:36.886294395Z
college-football,2020-12-18T01:20:36.717146488Z
college-football,2020-12-18T02:20:36.607767418Z
college-football,2020-12-18T03:20:36.68403778Z
college-football,2020-12-18T04:20:36.771832187Z
college-football,2020-12-18T05:20:36.358495864Z
college-football,2020-12-18T06:20:36.633868486Z
college-football,2020-12-18T07:20:36.672916698Z
college-football,2020-12-18T08:20:36.780229649Z
college-football,2020-12-18T09:20:36.565482678Z
college-football,2020-12-18T10:20:36.570776488Z
college-football,2020-12-18T11:20:37.091125717Z
college-football,2020-12-18T12:20:36.806670388Z
college-football,2020-12-18T13:20:36.691619257Z
college-football,2020-12-18T14:20:36.772634271Z
college-football,2020-12-18T15:20:36.836665937Z
college-football,2020-12-18T16:20:36.876435891Z
college-football,2020-12-18T17:20:37.354523906Z
college-football,2020-12-18T18:20:36.834364213Z
college-football,2020-12-18T19:20:36.602995518Z
college-football,2020-12-18T20:20:36.740624771Z
college-football,2020-12-18T21:20:36.820476629Z
college-football,2020-12-18T22:20:36.794391838Z
college-football,2020-12-18T23:20:37.333427461Z
college-football,2020-12-19T00:20:36.547611975Z
college-football,2020-12-19T01:20:36.539249066Z
college-football,2020-12-19T02:20:37.084910751Z
college-football,2020-12-19T03:20:36.781214099Z
college-football,2020-12-19T04:20:36.463591521Z
college-football,2020-12-19T05:20:36.593370516Z
college-football,2020-12-19T06:20:36.626395971Z
college-football,2020-12-19T07:20:37.615959439Z
college-football,2020-12-19T08:20:36.620474964Z
college-football,2020-12-19T09:20:36.701537548Z
college-football,2020-12-19T10:20:36.889645034Z
college-football,2020-12-19T11:20:36.705738054Z
college-football,2020-12-19T12:20:36.759928349Z
college-football,2020-12-19T13:20:37.315451851Z
college-football,2020-12-19T14:20:36.48657678Z
college-football,2020-12-19T15:20:36.715530031Z
college-football,2020-12-19T16:20:36.630430104Z
college-football,2020-12-19T17:20:36.462110109Z
college-football,2020-12-19T18:20:36.516659663Z
college-football,2020-12-19T19:20:36.821650068Z
college-football,2020-12-19T20:20:36.529105671Z
college-football,2020-12-19T21:20:36.686212549Z
college-football,2020-12-19T22:20:36.505292572Z
college-football,2020-12-19T23:20:37.372327306Z
college-football,2020-12-20T00:20:36.978931742Z
college-football,2020-12-20T01:20:36.742785482Z
college-football,2020-12-20T02:20:36.631051372Z
college-football,2020-12-20T03:20:36.913306163Z
college-football,2020-12-20T04:20:36.634888365Z
college-football,2020-12-20T05:20:36.857766993Z
college-football,2020-12-20T06:20:36.487271941Z
college-football,2020-12-20T07:20:36.538678444Z
college-football,2020-12-20T08:20:36.792206544Z
college-football,2020-12-20T09:20:36.945223465Z
college-football,2020-12-20T10:20:36.697806253Z
college-football,2020-12-20T11:20:36.5473802Z
college-football,2020-12-20T12:20:36.656126419Z
college-football,2020-12-20T13:20:36.682881841Z
college-football,2020-12-20T14:20:36.596693773Z
